Reading,Hour,Barometric,Capacitive,Piezoelectric,Resonant,AvgPressure,ActualPressure,PressureTrend,Humidity,WindSpeed,AnimalActivity,Status
759,14,1032.26,1043.03,1028.18,1023.85,1031.83,1022.05,-4.15,62.00,5.67,0,High Pressure System
760,15,1032.58,1041.66,1026.56,1036.84,1034.41,1021.86,-1.57,66.00,1.15,0,High Pressure System
761,16,1031.30,1041.61,1026.39,1035.97,1033.82,1020.65,-2.16,60.38,3.06,0,High Pressure System
762,17,1029.85,1041.31,1025.99,1035.88,1033.26,1020.65,-2.72,53.32,0.00,0,High Pressure System
763,18,1029.96,1041.25,1024.46,1035.10,1032.69,1020.18,-3.29,58.53,0.24,0,High Pressure System
764,19,1029.88,1040.41,1025.26,1034.90,1032.61,1020.14,-3.37,48.87,14.05,0,High Pressure System
765,20,1034.45,1040.13,1024.05,1034.40,1033.26,1020.20,-2.73,52.82,0.00,0,High Pressure System
766,21,1029.61,1040.40,1025.29,1034.77,1032.52,1019.81,-3.46,49.85,0.00,0,High Pressure System
767,22,1029.30,1040.48,1025.88,1035.52,1032.80,1019.46,-3.18,44.03,1.15,0,High Pressure System
768,23,1029.56,1039.77,1024.95,1035.58,1032.47,1019.67,-3.52,51.32,3.65,0,High Pressure System
769,0,1029.16,1040.23,1024.19,1034.77,1032.09,1020.42,0.00,46.57,23.62,0,High Pressure System
770,1,1029.06,1039.14,1025.27,1035.10,1032.14,1020.12,0.05,42.30,16.03,0,High Pressure System
771,2,1030.73,1040.65,1025.23,1035.91,1033.13,1019.79,1.04,45.44,13.24,0,High Pressure System
772,3,1029.52,1040.05,1025.77,1035.21,1032.64,1020.16,0.55,46.83,15.64,0,High Pressure System
773,4,1029.11,1039.32,1025.22,1034.96,1032.15,1019.82,0.06,47.16,7.26,0,High Pressure System
774,5,1029.80,1040.55,1023.21,1035.19,1032.19,1019.29,0.10,48.08,21.43,0,High Pressure System
775,6,1028.95,1023.67,1008.92,1033.81,1023.84,1019.21,-8.25,61.58,17.80,1,Possible Animal Activity
776,7,1028.86,1039.23,1023.56,1033.99,1031.41,1018.89,-0.68,62.78,24.07,0,High Pressure System
777,8,1027.60,1038.37,1022.48,1033.60,1030.51,1017.96,-1.58,56.45,6.94,0,High Pressure System
778,9,1027.09,1037.83,1021.99,1032.40,1029.83,1016.71,-2.26,66.26,17.11,0,Normal
779,10,1026.29,1037.18,1019.53,1031.44,1028.61,1016.24,-3.48,71.41,2.72,0,Normal
780,11,1024.64,1036.28,1019.82,1030.21,1027.74,1015.04,-4.35,66.38,9.54,0,Normal
781,12,1025.33,1034.00,1019.21,1029.47,1027.00,1013.58,-5.09,76.64,23.92,1,Possible Animal Activity
782,13,1023.17,1032.24,1016.71,1028.54,1025.16,1013.16,-6.93,70.24,0.00,1,Possible Animal Activity
783,14,1022.66,1032.35,1017.19,1027.30,1024.88,1011.82,-7.21,75.64,20.00,1,Rapid Pressure Drop
784,15,1021.02,1031.34,1015.98,1026.54,1023.72,1010.84,-8.37,71.19,18.85,1,Rapid Pressure Drop
785,16,1020.56,1016.41,1014.22,1025.41,1019.15,1009.79,-12.94,73.63,1.54,1,Rapid Pressure Drop
786,17,1019.73,1030.17,1014.84,1025.20,1022.49,1010.02,-9.61,68.38,18.77,1,Rapid Pressure Drop
787,18,1018.72,1029.72,1014.56,1024.88,1021.97,1009.19,-10.12,61.13,0.00,1,Rapid Pressure Drop
788,19,1019.36,1027.89,1013.08,1024.24,1021.14,1008.84,-10.95,65.33,0.00,1,Rapid Pressure Drop
789,20,1019.13,1028.57,1012.77,1023.75,1021.05,1008.67,-11.04,64.29,2.89,1,Rapid Pressure Drop
790,21,1017.84,1027.39,1014.11,1023.29,1020.66,996.43,-11.43,62.21,18.19,1,Rapid Pressure Drop
791,22,1018.17,1028.08,1012.25,1023.53,1020.51,1007.64,-11.58,58.67,17.92,1,Rapid Pressure Drop
792,23,1017.15,1029.08,1012.38,1024.03,1020.66,1008.37,-11.43,62.78,0.35,1,Rapid Pressure Drop
793,0,1019.01,1029.02,1012.60,1023.41,1021.01,1008.45,0.00,53.39,3.93,0,Normal
794,1,1017.59,1029.05,1014.42,1023.14,1021.05,1008.39,0.04,59.97,15.61,0,Normal
795,2,1017.85,1027.73,1012.53,1023.78,1020.47,1008.85,-0.54,58.92,11.42,0,Normal
796,3,1019.16,1028.35,1013.71,1023.22,1021.11,1008.84,0.10,63.85,22.18,0,Normal
797,4,1017.70,1029.08,1012.99,1022.90,1020.67,1008.76,-0.34,57.77,24.04,0,Normal
798,5,1018.88,1028.86,1011.89,1024.17,1020.95,1008.62,-0.06,62.95,29.17,0,Normal
799,6,1018.62,1028.41,1013.28,1022.39,1020.67,1008.08,-0.34,58.98,26.37,0,Normal
800,7,1016.83,1028.23,1013.36,1022.32,1020.19,1007.65,-0.82,70.56,21.70,0,Normal
801,8,1016.22,1027.75,1012.01,1022.74,1019.68,994.42,-1.33,75.12,18.81,0,Normal
802,9,1017.90,1027.16,1012.16,1021.06,1019.57,1006.48,-1.44,69.53,28.46,0,Normal
803,10,1015.96,1025.68,1011.80,1021.24,1018.67,1005.68,-2.34,75.61,23.60,0,Normal
804,11,1015.90,1025.26,1010.99,1020.06,1018.05,1004.89,-2.96,83.38,12.25,0,Normal
805,12,1013.49,1025.69,1010.43,1019.59,1017.30,1004.58,-3.71,77.54,10.71,0,Normal
806,13,1014.38,1023.29,1007.79,1018.67,1016.03,995.48,-4.98,82.63,11.94,0,Normal
807,14,1012.92,1024.07,1009.77,1018.59,1016.34,1003.63,-4.67,71.14,9.53,0,Normal
808,15,1011.62,1022.71,1008.85,1017.88,1015.26,1003.30,-5.75,70.07,18.19,1,Possible Animal Activity
809,16,1012.14,1022.31,1006.99,1017.34,1014.69,1002.09,-6.32,74.13,1.24,1,Possible Animal Activity
810,17,1011.66,1022.18,1007.57,1017.22,1014.66,1002.10,-6.35,74.24,0.00,1,Rapid Pressure Drop
811,18,1012.29,1022.00,1008.16,1016.33,1014.70,1002.11,-6.31,73.11,0.00,1,Rapid Pressure Drop
812,19,1011.39,1022.52,1005.80,1017.42,1014.28,1001.74,-6.73,71.82,9.43,1,Rapid Pressure Drop
813,20,1011.95,1022.13,1006.98,1017.35,1014.60,1002.57,-6.41,70.12,5.22,1,Rapid Pressure Drop
814,21,1014.02,1022.75,1006.86,1018.37,1015.50,1003.26,-5.51,55.92,15.15,1,Rapid Pressure Drop
815,22,1013.99,1023.55,1008.54,1019.36,1016.36,1003.65,-4.65,66.39,1.16,0,Normal
816,23,1014.09,1024.66,1009.46,1019.10,1016.83,1003.94,-4.18,54.24,21.30,0,Normal
817,0,1013.64,1024.61,1010.63,1019.49,1017.09,1004.78,0.00,54.28,20.41,0,Normal
818,1,1015.53,1025.68,1009.03,1020.87,1017.78,1005.39,0.69,65.46,20.68,0,Normal
819,2,1016.52,1025.60,1010.50,1021.15,1018.44,1005.72,1.35,53.97,12.34,0,Normal
820,3,1015.65,1025.94,1011.51,1021.21,1018.58,1006.56,1.49,59.30,19.25,0,Normal
821,4,1016.68,1027.52,1008.74,1022.23,1018.80,1007.66,1.70,64.97,24.46,0,Normal
822,5,1018.24,1027.25,1012.39,1022.45,1020.08,1007.83,2.99,66.57,11.03,0,Normal
823,6,1017.02,1028.61,1012.02,1023.39,1020.26,1007.69,3.17,64.88,20.42,0,Normal
824,7,1018.34,1028.58,1012.88,1023.30,1020.78,1008.03,3.69,71.72,12.15,0,Normal
825,8,1018.15,1029.45,1013.30,1023.74,1021.16,1008.61,4.07,64.39,26.68,0,Normal
826,9,1018.18,1028.30,1013.79,1023.84,1021.02,1008.52,3.93,75.82,26.01,0,Normal
827,10,1018.29,1028.77,1012.29,1023.53,1020.72,1008.23,3.63,75.90,9.33,0,Normal
828,11,1019.89,1027.79,1014.59,1023.82,1021.52,1008.78,4.43,78.21,3.63,0,Normal
829,12,1018.24,1028.04,1014.55,1022.98,1020.96,1007.88,3.86,70.88,4.30,0,Normal
830,13,1017.91,1028.75,1013.32,1022.88,1020.72,1008.04,3.63,71.72,15.79,0,Normal
831,14,1018.07,1027.56,1012.57,1023.16,1020.34,1007.67,3.25,75.52,17.21,0,Normal
832,15,1017.93,1027.87,1011.88,1023.55,1020.31,1008.22,3.21,68.22,2.93,0,Normal
833,16,1018.08,1029.40,1013.22,1022.98,1020.92,1008.32,3.83,74.78,0.00,0,Normal
834,17,1019.71,1029.37,1014.10,1022.99,1021.54,1006.60,4.45,69.02,19.31,0,Normal
835,18,1018.35,1029.71,1013.96,1024.16,1021.55,1008.87,4.46,71.38,3.81,0,Normal
836,19,1018.95,1029.02,1015.24,1024.51,1021.93,1009.53,4.84,57.80,17.51,0,Normal
837,20,1017.05,1030.46,1015.20,1026.11,1022.20,1010.28,5.11,57.63,18.75,0,Normal
838,21,1021.80,1030.90,1015.95,1026.09,1023.68,1010.75,6.59,55.73,0.00,0,Normal
839,22,1023.08,1032.69,1017.67,1027.29,1025.18,1012.49,8.09,50.19,0.00,0,Normal
840,23,1023.33,1033.98,1019.19,1027.84,1026.09,1013.17,9.00,57.85,21.18,0,Normal
841,0,1023.79,1034.48,1019.25,1029.27,1026.70,1014.28,0.00,44.02,4.26,0,Normal
842,1,1025.57,1021.65,1020.63,1029.54,1024.35,1014.92,-2.35,47.31,1.49,0,Normal
843,2,1026.83,1036.79,1020.37,1031.15,1028.78,1016.30,2.09,42.81,21.81,0,Normal
844,3,1026.49,1037.88,1022.33,1032.84,1029.88,1016.67,3.19,49.94,17.61,0,Normal
845,4,1027.68,1038.94,1023.86,1033.76,1031.06,1018.38,4.36,45.47,9.34,0,High Pressure System
846,5,1029.78,1039.18,1023.32,1021.95,1028.56,1018.59,1.86,56.19,26.49,0,Normal
847,6,1028.62,1039.40,1023.41,1035.33,1031.69,1019.34,4.99,49.59,29.70,0,High Pressure System
848,7,1028.49,1040.55,1025.37,1034.43,1032.21,1020.01,5.51,50.70,7.43,0,High Pressure System
849,8,1029.05,1039.56,1025.74,1034.85,1032.30,1019.79,5.60,58.16,7.00,0,High Pressure System
850,9,1031.24,1040.62,1015.27,1034.84,1030.49,1019.92,3.80,63.61,24.20,0,High Pressure System
851,10,1030.82,1041.13,1030.95,1035.94,1034.71,1019.65,8.02,63.96,3.67,0,High Pressure System
852,11,1030.45,1040.18,1024.93,1035.91,1032.87,1020.32,6.17,59.13,14.33,0,High Pressure System
853,12,1030.27,1040.22,1024.12,1035.14,1032.44,1020.03,5.74,70.82,3.28,0,High Pressure System
854,13,1030.27,1041.17,1025.80,1035.48,1033.18,1020.37,6.48,62.01,18.98,0,High Pressure System
855,14,1030.50,1041.12,1023.86,1035.03,1032.63,1020.15,5.93,62.95,13.18,0,High Pressure System
856,15,1027.62,1040.95,1026.34,1035.22,1032.53,1019.60,5.84,59.27,4.03,0,High Pressure System
857,16,1030.50,1039.91,1024.39,1034.84,1032.41,1020.17,5.71,65.79,2.83,0,High Pressure System
858,17,1031.37,1040.36,1024.26,1035.12,1032.78,1019.94,6.08,55.13,0.00,0,High Pressure System
859,18,1030.57,1041.61,1025.10,1034.60,1032.97,1020.58,6.27,53.62,2.96,0,High Pressure System
860,19,1030.75,1039.83,1026.29,1035.94,1033.20,1020.59,6.51,46.91,11.72,0,High Pressure System
861,20,1031.92,1041.47,1024.89,1035.71,1033.50,1020.74,6.80,45.59,3.01,0,High Pressure System
862,21,1031.83,1041.69,1026.57,1036.69,1034.20,1021.60,7.50,45.59,3.55,0,High Pressure System
863,22,1032.35,1043.87,1028.66,1037.11,1035.49,1022.08,8.80,45.43,2.59,0,High Pressure System
864,23,1032.81,1042.94,1028.34,1037.90,1035.50,1022.60,8.80,49.76,17.52,0,High Pressure System
865,0,1034.44,1045.21,1028.31,1038.95,1036.73,1023.18,0.00,35.63,9.54,0,High Pressure System
866,1,1034.70,1044.52,1030.59,1040.36,1037.54,1024.60,0.82,36.74,24.26,0,High Pressure System
867,2,1035.69,1044.72,1029.56,1040.64,1037.66,1024.48,0.93,35.58,7.32,0,High Pressure System
868,3,1036.49,1046.15,1029.78,1041.07,1038.37,1025.47,1.65,40.07,20.06,0,High Pressure System
869,4,1036.58,1046.72,1030.62,1041.87,1038.95,1026.32,2.22,43.61,5.13,0,High Pressure System
870,5,1037.18,1046.26,1029.88,1041.45,1038.69,1026.04,1.97,40.13,27.11,0,High Pressure System
871,6,1036.63,1045.49,1032.03,1041.72,1038.97,1026.02,2.24,54.27,13.17,0,High Pressure System
872,7,1035.81,1047.55,1031.84,1041.30,1039.13,1026.14,2.40,56.74,18.64,0,High Pressure System
873,8,1036.44,1049.03,1029.35,1041.51,1039.08,1025.92,2.36,56.91,15.99,0,High Pressure System
874,9,1035.53,1045.77,1030.51,1040.95,1038.19,1025.52,1.47,64.27,22.58,0,High Pressure System
875,10,1035.49,1044.99,1029.04,1039.75,1037.32,1024.97,0.59,60.99,17.60,0,High Pressure System
876,11,1035.77,1045.38,1030.14,1039.08,1037.59,1024.63,0.87,64.57,21.47,0,High Pressure System
877,12,1034.12,1044.70,1030.96,1039.01,1037.20,1026.24,0.47,64.88,6.63,0,High Pressure System
878,13,1034.27,1043.90,1027.54,1038.18,1035.97,1022.86,-0.76,68.49,19.55,0,High Pressure System
879,14,1031.76,1041.84,1027.59,1037.49,1034.67,1022.09,-2.06,63.17,1.48,0,High Pressure System
880,15,1032.87,1041.11,1025.66,1037.88,1034.38,1021.34,-2.35,60.92,13.89,0,High Pressure System
881,16,1031.99,1042.07,1026.15,1035.95,1034.04,1021.16,-2.69,64.79,0.00,0,High Pressure System
882,17,1030.36,1027.32,1026.85,1036.35,1030.22,1020.60,-6.51,59.96,12.81,1,High Pressure System
883,18,1031.01,1040.52,1026.09,1035.57,1033.29,1020.03,-3.43,48.29,12.57,0,High Pressure System
884,19,1029.57,1042.38,1025.34,1035.35,1033.16,1019.80,-3.57,59.19,18.98,0,High Pressure System
885,20,1030.95,1040.39,1023.88,1035.44,1032.66,1019.71,-4.06,48.08,8.38,0,High Pressure System
886,21,1029.78,1040.42,1024.40,1035.30,1032.47,1020.00,-4.25,45.88,0.85,0,High Pressure System
887,22,1030.57,1040.51,1023.47,1039.90,1033.61,1019.90,-3.11,44.77,16.07,0,High Pressure System
888,23,1030.25,1040.27,1025.53,1035.34,1032.85,1020.08,-3.88,46.92,16.10,0,High Pressure System
889,0,1031.02,1040.26,1024.60,1036.08,1032.99,1020.23,0.00,51.33,10.30,0,High Pressure System
890,1,1029.49,1040.83,1025.41,1034.89,1032.66,1019.85,-0.33,41.38,7.32,0,High Pressure System
891,2,1030.99,1040.80,1025.55,1030.58,1031.98,1020.52,-1.01,43.01,4.74,0,High Pressure System
892,3,1029.35,1040.04,1024.09,1034.62,1032.02,1019.88,-0.97,48.83,4.31,0,High Pressure System
893,4,1029.94,1039.62,1026.41,1034.97,1032.74,1020.33,-0.25,44.73,7.33,0,High Pressure System
894,5,1029.51,1040.58,1023.91,1034.69,1032.17,1018.84,-0.82,48.25,6.42,0,High Pressure System
895,6,1029.39,1039.29,1025.21,1034.83,1032.18,1019.26,-0.81,51.56,10.86,0,High Pressure System
896,7,1029.14,1038.96,1024.33,1033.82,1031.56,1018.67,-1.43,62.67,8.77,0,High Pressure System
897,8,1028.69,1038.15,1021.81,1033.04,1030.42,1017.57,-2.57,58.60,27.04,0,High Pressure System
898,9,1026.54,1036.90,1022.01,1032.98,1029.61,1017.16,-3.38,60.65,18.01,0,Normal
899,10,1027.22,1036.02,1022.11,1031.52,1029.22,1016.58,-3.77,62.58,25.13,0,Normal
900,11,1024.64,1036.00,1019.85,1030.75,1027.81,1018.74,-5.18,66.37,5.04,1,Possible Animal Activity
901,12,1023.87,1033.93,1019.84,1029.61,1026.81,1014.31,-6.18,71.73,7.78,1,Possible Animal Activity
902,13,1023.76,1033.81,1017.04,1028.83,1025.86,1012.82,-7.13,67.68,17.36,1,Rapid Pressure Drop
903,14,1022.26,1032.52,1016.20,1027.30,1024.57,1012.42,-8.42,65.68,0.00,1,Rapid Pressure Drop
904,15,1021.06,1031.75,1016.98,1026.41,1024.05,1011.13,-8.94,71.39,11.39,1,Rapid Pressure Drop
905,16,1019.92,1031.25,1015.74,1025.31,1023.06,1010.22,-9.93,74.87,7.86,1,Rapid Pressure Drop
906,17,1024.73,1029.87,1014.81,1025.68,1023.77,1009.36,-9.22,59.07,0.00,1,Rapid Pressure Drop
907,18,1019.23,1029.95,1012.94,1024.27,1021.60,1008.93,-11.39,71.00,17.39,1,Rapid Pressure Drop
908,19,1019.73,1028.70,1012.13,1023.28,1020.96,1008.81,-12.03,66.99,5.04,1,Rapid Pressure Drop
909,20,1019.56,1028.32,1013.54,1024.14,1021.39,1008.56,-11.60,54.81,0.00,1,Rapid Pressure Drop
910,21,1017.50,1029.65,1013.59,1023.68,1021.10,1008.18,-11.89,65.05,11.53,1,Rapid Pressure Drop
911,22,1019.08,1028.75,1013.40,1023.11,1021.08,1007.91,-11.91,54.21,6.20,1,Rapid Pressure Drop
912,23,1017.86,1027.60,1013.83,1023.13,1020.61,1008.73,-12.38,61.25,22.07,1,Rapid Pressure Drop
913,0,1018.95,1028.14,1013.61,1023.15,1020.96,1007.92,0.00,51.36,16.21,0,Normal
914,1,1019.11,1028.22,1014.08,1023.84,1021.32,1007.98,0.35,59.85,3.98,0,Normal
915,2,1018.76,1028.98,1013.43,1024.36,1021.38,1008.43,0.42,56.73,24.59,0,Normal
916,3,1018.91,1029.00,1012.74,1023.38,1021.01,1001.03,0.04,56.41,3.74,0,Normal
917,4,1019.08,1029.22,1012.84,1023.73,1021.22,1008.73,0.25,57.04,23.73,0,Normal
918,5,1018.31,1028.13,1013.25,1023.28,1020.74,1008.00,-0.22,62.08,18.00,0,Normal
919,6,1018.02,1028.88,1013.76,1022.40,1020.77,1007.67,-0.20,62.52,20.14,0,Normal
920,7,1018.57,1027.31,1013.21,1022.12,1020.30,1007.37,-0.66,62.62,6.78,0,Normal
921,8,1017.60,1027.40,1011.66,1021.84,1019.62,1007.55,-1.34,69.98,25.47,0,Normal
922,9,1017.89,1027.77,1010.21,1022.23,1019.52,1006.73,-1.44,75.21,7.60,0,Normal
923,10,1015.58,1025.42,1012.00,1020.98,1018.49,1006.16,-2.47,69.55,27.03,0,Normal
924,11,1015.13,1025.71,1010.85,1020.62,1018.08,1005.77,-2.89,82.48,5.06,0,Normal
925,12,1015.23,1025.14,1010.31,1019.77,1017.61,1006.01,-3.35,80.50,9.84,0,Normal
926,13,1013.83,1024.51,1008.91,1018.89,1016.53,1004.38,-4.43,79.39,5.06,0,Normal
927,14,1013.84,1023.34,1009.18,1017.67,1016.01,1003.02,-4.95,79.50,0.26,0,Normal
928,15,1012.72,1022.28,1006.54,1018.53,1015.02,1002.86,-5.95,78.42,19.36,1,Possible Animal Activity
929,16,1012.46,1021.78,1007.77,1003.85,1011.46,1002.23,-9.50,79.96,15.84,1,Possible Animal Activity
930,17,1011.04,1022.75,1007.38,1017.96,1014.78,1002.04,-6.18,68.22,7.82,1,Rapid Pressure Drop
931,18,1011.53,1022.00,1008.46,1016.85,1014.71,1002.09,-6.25,70.72,0.90,1,Rapid Pressure Drop
932,19,1012.65,1022.09,1006.79,1017.59,1014.78,1002.73,-6.18,69.97,6.51,1,Rapid Pressure Drop
933,20,1011.51,1022.36,1007.01,1018.23,1014.78,1002.97,-6.19,59.10,0.00,1,Rapid Pressure Drop
934,21,1013.72,1023.95,1007.46,1017.16,1015.57,1003.29,-5.39,69.60,6.41,1,Rapid Pressure Drop
935,22,1013.68,1023.28,1007.81,1018.44,1015.80,1003.72,-5.16,56.01,0.71,1,Rapid Pressure Drop
936,23,1015.09,1024.86,1008.13,1018.89,1016.74,1003.97,-4.22,58.61,13.81,0,Normal
937,0,1014.19,1025.10,1010.63,1019.54,1017.37,1004.59,0.00,59.52,3.04,0,Normal
938,1,1016.25,1025.95,1011.97,1020.71,1018.72,1005.05,1.35,55.83,16.75,0,Normal
939,2,1016.86,1026.56,1010.46,1020.34,1018.55,1005.92,1.19,51.08,10.03,0,Normal
940,3,1017.35,1026.03,1011.66,1022.29,1019.33,1006.94,1.97,65.25,10.24,0,Normal
941,4,1017.19,1028.99,1012.78,1022.36,1020.33,1007.21,2.96,67.24,21.22,0,Normal
942,5,1006.86,1028.11,1011.67,1022.78,1017.36,1008.11,-0.01,65.98,13.33,0,Normal
943,6,1017.66,1027.91,1011.88,1023.26,1020.18,1007.78,2.81,59.76,24.54,0,Normal
944,7,1018.08,1027.68,1013.82,1023.43,1020.75,1008.78,3.39,70.54,14.61,0,Normal
945,8,1018.03,1029.14,1014.66,1023.22,1021.26,1008.12,3.89,76.55,7.94,0,Normal
946,9,1018.38,1028.31,1014.05,1024.00,1021.18,1008.80,3.82,68.10,5.19,0,Normal
947,10,1018.94,1028.10,1012.79,1023.81,1020.91,1008.66,3.54,76.38,23.88,0,Normal
948,11,1018.89,1028.12,1011.97,1023.63,1020.65,1008.54,3.29,71.26,14.01,0,Normal
949,12,1019.07,1028.68,1013.66,1023.63,1021.26,1008.39,3.89,67.52,23.70,0,Normal
950,13,1018.44,1028.31,1012.50,1023.41,1020.67,1008.38,3.30,69.68,14.79,0,Normal
951,14,1018.76,1028.34,1012.45,1023.26,1020.70,1008.04,3.34,74.95,16.41,0,Normal
952,15,1009.37,1028.30,1012.56,1023.38,1018.40,1010.80,1.04,76.39,6.36,0,Normal
953,16,1017.53,1029.04,1012.35,1023.61,1020.63,1008.72,3.27,62.91,1.17,0,Normal
954,17,1019.20,1029.37,1013.83,1023.60,1021.50,1008.29,4.13,68.39,0.00,0,Normal
955,18,1018.06,1029.63,1014.13,1023.49,1021.33,1008.91,3.96,65.82,4.54,0,Normal
956,19,1019.00,1029.17,1015.07,1025.17,1022.10,1009.35,4.74,62.61,0.00,0,Normal
957,20,1020.25,1030.30,1016.29,1025.60,1023.11,1012.33,5.75,65.06,19.88,0,Normal
958,21,1022.10,1031.23,1015.78,1026.22,1023.83,1011.24,6.46,57.30,7.04,0,Normal
959,22,1021.83,1032.13,1017.88,1027.20,1024.76,1012.37,7.39,56.25,6.16,0,Normal
960,23,1024.36,1034.09,1017.88,1027.98,1026.08,1013.42,8.71,58.17,17.62,0,Normal
961,0,1024.59,1035.38,1020.02,1029.69,1027.42,1014.45,0.00,56.63,7.43,0,Normal
962,1,1024.79,1035.47,1020.14,1030.41,1027.70,1015.66,0.28,44.51,22.91,0,Normal
963,2,1026.98,1035.65,1020.14,1031.43,1028.55,1016.48,1.13,42.93,8.31,0,Normal
964,3,1027.31,1038.16,1022.34,1032.49,1030.08,1017.70,2.66,46.76,20.40,0,High Pressure System
965,4,1028.43,1040.28,1023.25,1033.30,1031.32,1017.64,3.90,57.23,26.10,0,High Pressure System
966,5,1027.92,1038.92,1023.47,1033.68,1031.00,1019.04,3.58,49.68,13.99,0,High Pressure System
967,6,1030.14,1040.45,1025.32,1035.31,1032.80,1013.99,5.38,58.05,19.89,0,High Pressure System
968,7,1029.93,1040.26,1023.98,1034.36,1032.13,1019.39,4.71,52.90,8.79,0,High Pressure System
969,8,1029.33,1041.16,1025.64,1035.41,1032.89,1019.80,5.47,53.62,22.14,0,High Pressure System
970,9,1030.48,1040.00,1024.77,1038.42,1033.42,1020.27,6.00,57.65,5.36,0,High Pressure System
971,10,1030.91,1040.24,1026.39,1035.68,1033.30,1020.57,5.88,63.27,13.00,0,High Pressure System
972,11,1029.87,1041.25,1025.84,1035.98,1033.24,1020.17,5.82,63.47,21.61,0,High Pressure System
973,12,1029.55,1040.51,1024.88,1036.06,1032.75,1019.81,5.33,63.03,9.81,0,High Pressure System
974,13,1030.68,1041.14,1024.58,1035.23,1032.91,1020.02,5.49,61.30,4.66,0,High Pressure System
975,14,1030.23,1040.68,1023.87,1035.45,1032.56,1019.71,5.14,59.76,0.00,0,High Pressure System
976,15,1031.21,1039.92,1026.24,1034.77,1033.04,1019.93,5.62,62.78,11.83,0,High Pressure System
977,16,1031.28,1040.20,1024.60,1035.68,1032.94,1019.72,5.52,58.84,15.00,0,High Pressure System
978,17,1030.05,1039.07,1025.24,1028.12,1030.62,1019.71,3.20,55.62,14.81,0,High Pressure System
979,18,1030.49,1040.67,1025.19,1034.92,1032.82,1020.75,5.40,49.04,0.00,0,High Pressure System
980,19,1030.43,1041.13,1024.84,1035.71,1033.03,1020.57,5.61,48.53,0.00,0,High Pressure System
981,20,1031.45,1042.25,1026.17,1036.51,1034.10,1021.07,6.68,55.37,0.00,0,High Pressure System
982,21,1032.66,1042.59,1026.57,1037.59,1034.85,1021.18,7.43,40.02,10.32,0,High Pressure System
983,22,1032.79,1042.98,1026.20,1037.16,1034.78,1022.06,7.36,44.62,13.50,0,High Pressure System
984,23,1033.48,1043.68,1026.93,1038.70,1035.70,1023.44,8.28,35.87,8.78,0,High Pressure System
985,0,1034.49,1044.33,1030.44,1039.27,1037.13,1024.12,0.00,43.45,7.15,0,High Pressure System
986,1,1034.28,1046.11,1030.62,1039.11,1037.53,1024.88,0.40,38.52,16.53,0,High Pressure System
987,2,1036.46,1045.62,1030.02,1040.97,1038.27,1024.88,1.14,37.17,7.38,0,High Pressure System
988,3,1036.10,1045.28,1031.51,1040.24,1038.28,1025.80,1.15,46.90,28.33,0,High Pressure System
989,4,1037.21,1046.83,1030.40,1041.34,1038.94,1025.89,1.81,49.33,21.85,0,High Pressure System
990,5,1036.00,1046.81,1032.01,1041.86,1039.17,1026.21,2.04,51.27,14.81,0,High Pressure System
991,6,1037.33,1050.00,1030.41,1041.25,1039.75,1026.65,2.62,47.36,24.08,0,High Pressure System
992,7,1035.22,1047.14,1031.33,1042.18,1038.97,1026.72,1.84,47.59,28.04,0,High Pressure System
993,8,1035.22,1047.39,1030.52,1041.78,1038.73,1025.75,1.60,54.96,26.04,0,High Pressure System
994,9,1036.81,1044.92,1030.87,1041.30,1038.47,1025.81,1.34,49.53,7.66,0,High Pressure System
995,10,1034.97,1045.25,1014.68,1040.98,1033.97,1024.60,-3.16,58.76,27.11,0,High Pressure System
996,11,1034.82,1045.64,1028.97,1039.96,1037.35,1024.65,0.21,54.89,9.75,0,High Pressure System
997,12,1033.78,1043.49,1028.03,1028.44,1033.44,1024.06,-3.69,65.77,2.99,0,High Pressure System
998,13,1032.78,1043.13,1027.22,1038.93,1035.51,1023.01,-1.62,62.43,16.82,0,High Pressure System
999,14,1031.38,1042.11,1027.23,1038.50,1034.81,1022.06,-2.32,59.69,3.14,0,High Pressure System
1000,15,1030.77,1042.09,1027.05,1036.36,1034.07,1021.96,-3.06,57.19,9.43,0,High Pressure System
1001,16,1032.52,1046.52,1026.64,1037.01,1035.67,1021.20,-1.46,61.86,12.58,0,High Pressure System
1002,17,1031.81,1042.17,1022.45,1035.21,1032.91,1020.54,-4.22,53.89,0.00,0,High Pressure System
1003,18,1031.44,1040.62,1026.66,1036.21,1033.73,1019.94,-3.40,46.87,0.00,0,High Pressure System
1004,19,1029.57,1040.78,1025.67,1035.86,1032.97,1019.69,-4.16,50.00,9.99,0,High Pressure System
1005,20,1030.60,1040.64,1025.09,1035.68,1033.00,1012.36,-4.13,46.30,3.45,0,High Pressure System
1006,21,1029.96,1038.65,1024.26,1035.40,1032.07,1020.37,-5.06,52.15,9.93,1,High Pressure System
1007,22,1029.93,1041.63,1024.51,1035.99,1033.01,1019.97,-4.12,49.97,15.14,0,High Pressure System
1008,23,1031.30,1041.13,1024.88,1035.88,1033.30,1020.30,-3.83,42.71,3.98,0,High Pressure System
1009,0,1030.15,1040.40,1025.29,1035.34,1032.79,1019.86,0.00,37.63,23.06,0,High Pressure System
1010,1,1030.54,1044.01,1025.79,1034.98,1033.83,1020.17,1.04,42.88,10.84,0,High Pressure System
